dataset,model_type,lambda,distance_type,epoch,train_loss,train_acc,reg_term,embedding_norm,embedding_similarity,test_loss,test_acc,accuracy,precision,recall,f1_score,TP,FP,FN,TN,train_aucc,test_aucc
CIFAR10,CNN,1.0,hamming,11,30.65987,79.582,30.06495,26.22653,0.56724,0.85268,71.44,0.7144,0.71558,0.7144,0.71256,7144,2856,2856,87144,,
CIFAR10,CNN,1.0,hamming,12,31.01633,80.732,30.45905,26.82078,0.55623,0.91171,69.89,0.6989,0.71226,0.6989,0.69761,6989,3011,3011,86989,,
CIFAR10,CNN,1.0,hamming,13,31.10846,82.384,30.59299,27.5744,0.54915,0.85985,71.26,0.7126,0.71344,0.7126,0.71118,7126,2874,2874,87126,,
CIFAR10,CNN,1.0,hamming,14,31.35481,83.578,30.87709,28.52722,0.54141,0.89461,70.87,0.7087,0.7134,0.7087,0.7069,7087,2913,2913,87087,,
CIFAR10,CNN,1.0,hamming,15,31.28424,85.0,30.84381,29.46812,0.53966,0.88862,71.5,0.715,0.71864,0.715,0.71517,7150,2850,2850,87150,,
CIFAR10,CNN,1.0,hamming,16,31.36164,86.336,30.96038,30.78429,0.53703,0.92826,70.48,0.7048,0.71426,0.7048,0.70538,7048,2952,2952,87048,,
CIFAR10,CNN,1.0,hamming,17,31.59271,87.39,31.22365,31.47545,0.52821,0.94648,71.55,0.7155,0.7164,0.7155,0.71244,7155,2845,2845,87155,,
CIFAR10,CNN,1.0,hamming,18,31.60369,88.82,31.27046,32.89952,0.52609,0.99794,70.44,0.7044,0.70652,0.7044,0.70059,7044,2956,2956,87044,,
CIFAR10,CNN,1.0,hamming,19,31.60982,89.924,31.30826,34.18754,0.52468,1.02482,70.95,0.7095,0.71166,0.7095,0.70852,7095,2905,2905,87095,,
CIFAR10,CNN,1.0,hamming,20,31.689,91.07,31.41736,35.4555,0.51983,1.07312,71.05,0.7105,0.71471,0.7105,0.7058,7105,2895,2895,87105,1456.122,1301.28
CIFAR10,CNN,1.25,hamming,1,30.82313,44.24,23.41477,18.49106,0.75787,1.30066,53.28,0.5328,0.53113,0.5328,0.52789,5328,4672,4672,85328,,
CIFAR10,CNN,1.25,hamming,2,32.5533,56.448,25.06003,22.88764,0.7261,1.13428,59.54,0.5954,0.59589,0.5954,0.59002,5954,4046,4046,85954,,
CIFAR10,CNN,1.25,hamming,3,33.0791,62.16,25.60422,23.64118,0.70963,1.06162,62.71,0.6271,0.64188,0.6271,0.62975,6271,3729,3729,86271,,
CIFAR10,CNN,1.25,hamming,4,34.06465,66.124,26.47884,23.46746,0.68913,0.99719,64.49,0.6449,0.67109,0.6449,0.64733,6449,3551,3551,86449,,
CIFAR10,CNN,1.25,hamming,5,34.91641,68.938,27.22061,23.47615,0.66982,0.92405,67.67,0.6767,0.68237,0.6767,0.67775,6767,3233,3233,86767,,
CIFAR10,CNN,1.25,hamming,6,35.59984,71.154,27.81857,23.61147,0.65132,0.92125,68.13,0.6813,0.69332,0.6813,0.67817,6813,3187,3187,86813,,
CIFAR10,CNN,1.25,hamming,7,36.00752,72.898,28.18571,23.6548,0.63606,0.88116,69.88,0.6988,0.70049,0.6988,0.69552,6988,3012,3012,86988,,
CIFAR10,CNN,1.25,hamming,8,36.28071,74.73,28.44302,24.25534,0.62833,0.85919,70.14,0.7014,0.70052,0.7014,0.69875,7014,2986,2986,87014,,
CIFAR10,CNN,1.25,hamming,9,36.96905,76.472,29.0321,24.6614,0.61393,0.84166,71.08,0.7108,0.70943,0.7108,0.70779,7108,2892,2892,87108,,
CIFAR10,CNN,1.25,hamming,10,37.08692,77.798,29.16026,25.11805,0.60401,0.83021,71.54,0.7154,0.71643,0.7154,0.71499,7154,2846,2846,87154,,
CIFAR10,CNN,1.25,hamming,11,37.47664,79.408,29.50515,25.85047,0.5943,0.86781,70.77,0.7077,0.72162,0.7077,0.70979,7077,2923,2923,87077,,
CIFAR10,CNN,1.25,hamming,12,37.70995,80.752,29.72393,26.46619,0.58602,0.85507,71.58,0.7158,0.71889,0.7158,0.71284,7158,2842,2842,87158,,
CIFAR10,CNN,1.25,hamming,13,37.99553,82.122,29.98165,27.17514,0.57824,0.84537,72.07,0.7207,0.71975,0.7207,0.71806,7207,2793,2793,87207,,
CIFAR10,CNN,1.25,hamming,14,38.13472,83.7,30.12647,28.0923,0.573,0.90322,70.42,0.7042,0.71773,0.7042,0.70428,7042,2958,2958,87042,,
CIFAR10,CNN,1.25,hamming,15,38.33454,84.794,30.31353,28.91596,0.5671,0.88908,71.52,0.7152,0.7123,0.7152,0.71053,7152,2848,2848,87152,,
CIFAR10,CNN,1.25,hamming,16,38.44023,86.108,30.42553,29.79219,0.56127,0.89221,71.92,0.7192,0.71777,0.7192,0.71698,7192,2808,2808,87192,,
CIFAR10,CNN,1.25,hamming,17,38.56035,87.404,30.55216,30.96733,0.55571,0.95571,70.94,0.7094,0.70968,0.7094,0.70664,7094,2906,2906,87094,,
CIFAR10,CNN,1.25,hamming,18,38.82179,88.636,30.78582,31.85719,0.5494,0.96152,71.6,0.716,0.71944,0.716,0.71607,7160,2840,2840,87160,,
CIFAR10,CNN,1.25,hamming,19,38.88948,89.82,30.86463,32.77866,0.54204,0.97093,71.47,0.7147,0.7216,0.7147,0.71638,7147,2853,2853,87147,,
CIFAR10,CNN,1.25,hamming,20,39.01169,90.758,30.98741,34.11185,0.53981,1.01476,71.32,0.7132,0.71619,0.7132,0.71311,7132,2868,2868,87132,1456.965,1309.77
CIFAR10,CNN,0.1,mahalanobis,1,1.96501,41.746,2.44643,8.31895,0.87407,1.3812,54.72,0.5472,0.54384,0.5472,0.53189,5472,4528,4528,85472,,
CIFAR10,CNN,0.1,mahalanobis,2,1.57452,58.33,3.15436,13.00148,0.92238,1.17246,62.18,0.6218,0.62504,0.6218,0.61808,6218,3782,3782,86218,,
CIFAR10,CNN,0.1,mahalanobis,3,1.39452,64.148,3.06166,13.20191,0.92827,1.07168,64.03,0.6403,0.66703,0.6403,0.643,6403,3597,3597,86403,,
CIFAR10,CNN,0.1,mahalanobis,4,1.27747,67.534,2.94015,13.01096,0.93141,0.99687,67.07,0.6707,0.67271,0.6707,0.66834,6707,3293,3293,86707,,
CIFAR10,CNN,0.1,mahalanobis,5,1.18711,70.456,2.81478,12.38532,0.93094,0.93211,68.9,0.689,0.69128,0.689,0.68831,6890,3110,3110,86890,,
CIFAR10,CNN,0.1,mahalanobis,6,1.11184,72.284,2.69408,11.71582,0.92986,0.89673,70.29,0.7029,0.70932,0.7029,0.70372,7029,2971,2971,87029,,
CIFAR10,CNN,0.1,mahalanobis,7,1.04781,74.258,2.59187,11.05791,0.92786,0.87522,70.91,0.7091,0.71804,0.7091,0.71036,7091,2909,2909,87091,,
CIFAR10,CNN,0.1,mahalanobis,8,0.9899,75.994,2.51441,10.61432,0.92671,0.84776,71.34,0.7134,0.71766,0.7134,0.71277,7134,2866,2866,87134,,
CIFAR10,CNN,0.1,mahalanobis,9,0.93892,77.316,2.43847,10.16641,0.92536,0.82855,72.32,0.7232,0.72397,0.7232,0.72112,7232,2768,2768,87232,,
CIFAR10,CNN,0.1,mahalanobis,10,0.89238,78.734,2.37971,9.74508,0.92322,0.84681,71.59,0.7159,0.72145,0.7159,0.71333,7159,2841,2841,87159,,
CIFAR10,CNN,0.1,mahalanobis,11,0.85303,79.752,2.31933,9.32887,0.92101,0.79753,72.86,0.7286,0.72804,0.7286,0.72691,7286,2714,2714,87286,,
CIFAR10,CNN,0.1,mahalanobis,12,0.81117,81.23,2.27776,9.02176,0.91904,0.80706,72.5,0.725,0.73124,0.725,0.72404,7250,2750,2750,87250,,
CIFAR10,CNN,0.1,mahalanobis,13,0.7751,82.328,2.23929,8.76316,0.91744,0.78318,73.59,0.7359,0.73734,0.7359,0.73625,7359,2641,2641,87359,,
CIFAR10,CNN,0.1,mahalanobis,14,0.74043,83.464,2.20412,8.48608,0.91525,0.80569,72.94,0.7294,0.73494,0.7294,0.72965,7294,2706,2706,87294,,
CIFAR10,CNN,0.1,mahalanobis,15,0.70976,84.526,2.17349,8.24233,0.91321,0.7978,72.9,0.729,0.73308,0.729,0.72699,7290,2710,2710,87290,,
CIFAR10,CNN,0.1,mahalanobis,16,0.67837,85.4,2.14785,8.10839,0.91257,0.79909,72.74,0.7274,0.73303,0.7274,0.72735,7274,2726,2726,87274,,
CIFAR10,CNN,0.1,mahalanobis,17,0.65157,86.224,2.12671,7.86274,0.90946,0.81558,72.81,0.7281,0.73792,0.7281,0.73053,7281,2719,2719,87281,,
CIFAR10,CNN,0.1,mahalanobis,18,0.62416,87.23,2.10584,7.72953,0.90841,0.80577,72.46,0.7246,0.72815,0.7246,0.72449,7246,2754,2754,87246,,
CIFAR10,CNN,0.1,mahalanobis,19,0.59897,88.186,2.09331,7.57286,0.90619,0.83392,72.26,0.7226,0.72504,0.7226,0.72094,7226,2774,2774,87226,,
CIFAR10,CNN,0.1,mahalanobis,20,0.57272,89.216,2.08001,7.45232,0.90467,0.82667,72.52,0.7252,0.72714,0.7252,0.72421,7252,2748,2748,87252,1462.875,1337.31
CIFAR10,CNN,0.25,mahalanobis,1,2.30369,9.886,0.00149,0.00326,0.0238,2.30296,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,2,2.30285,9.87,0.0001,0.0,0.01568,2.3027,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,3,2.30271,9.838,0.0001,0.0,0.01568,2.30262,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,4,2.30268,9.802,0.0001,0.0,0.01568,2.3026,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,5,2.30266,9.88,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,6,2.30266,9.782,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,7,2.30266,9.842,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,8,2.30266,9.808,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,9,2.30266,9.77,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,10,2.30266,9.718,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,11,2.30266,9.796,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,12,2.30266,9.876,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,13,2.30266,9.746,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,14,2.30266,9.794,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,15,2.30266,9.55,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,16,2.30266,9.706,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,17,2.30266,9.74,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,18,2.30266,9.672,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,19,2.30266,9.714,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,mahalanobis,20,2.30266,9.738,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,185.716,190.0
CIFAR10,CNN,0.5,mahalanobis,1,2.30371,10.01,0.00079,0.00123,0.01908,2.303,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,2,2.30287,10.0,0.0001,0.0,0.01568,2.30271,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,3,2.30275,9.778,0.0001,0.0,0.01568,2.30263,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,4,2.3027,9.9,0.0001,0.0,0.01568,2.30261,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,5,2.30269,9.848,0.0001,0.0,0.01568,2.3026,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,6,2.30269,9.776,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,7,2.30269,9.708,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,8,2.30268,9.73,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,9,2.30269,9.582,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,10,2.30269,9.656,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,11,2.30268,9.834,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,12,2.30268,9.678,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,13,2.30269,9.722,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,14,2.30268,9.574,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,15,2.30269,9.65,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,16,2.30269,9.67,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,17,2.30269,9.758,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,18,2.30268,9.712,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,19,2.30268,9.788,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.5,mahalanobis,20,2.30269,9.888,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,185.313,190.0
CIFAR10,CNN,0.75,mahalanobis,1,2.30415,9.91,0.00085,0.00155,0.02026,2.30296,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,2,2.30296,9.872,0.0001,0.0,0.01568,2.30268,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,3,2.30278,9.788,0.0001,0.0,0.01568,2.3026,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,4,2.30273,9.736,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,5,2.30272,9.9,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,6,2.30271,9.758,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,7,2.30271,9.788,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,8,2.30271,9.99,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,9,2.30271,9.804,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,10,2.30271,9.814,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,11,2.30271,9.684,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,12,2.30271,9.558,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,13,2.30271,9.772,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,14,2.30271,9.712,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,15,2.30271,9.802,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,16,2.30271,9.876,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,17,2.30271,9.832,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,18,2.30272,9.774,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,19,2.30271,9.768,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.75,mahalanobis,20,2.30271,9.794,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,186.08,190.0
CIFAR10,CNN,1.0,mahalanobis,1,2.30367,9.996,0.00053,0.00078,0.0183,2.30288,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,2,2.30288,9.848,0.0001,0.0,0.01568,2.30268,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,3,2.30277,9.954,0.0001,0.0,0.01568,2.30262,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,4,2.30275,9.796,0.0001,0.0,0.01568,2.3026,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,5,2.30274,9.866,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,6,2.30273,9.648,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,7,2.30273,9.744,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,8,2.30274,9.634,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,9,2.30273,9.79,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,10,2.30274,9.632,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,11,2.30273,9.71,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,12,2.30274,9.89,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,13,2.30273,9.5,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,14,2.30273,9.908,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,15,2.30273,9.852,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,16,2.30274,9.696,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,17,2.30273,9.874,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,18,2.30274,9.738,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,19,2.30273,9.908,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.0,mahalanobis,20,2.30273,9.88,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,185.926,190.0
CIFAR10,CNN,1.25,mahalanobis,1,2.3046,9.992,0.00087,0.00153,0.01933,2.30304,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,2,2.30303,9.972,0.0001,0.0,0.01568,2.30272,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,3,2.30284,9.948,0.0001,0.0,0.01568,2.30262,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,4,2.30278,9.946,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,5,2.30277,9.924,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,6,2.30276,9.926,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,7,2.30276,9.712,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,8,2.30275,9.666,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,9,2.30276,9.73,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,10,2.30276,9.664,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,11,2.30276,9.694,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,12,2.30276,9.688,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,13,2.30276,9.76,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,14,2.30276,9.664,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,15,2.30277,9.682,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,16,2.30277,9.824,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,17,2.30276,9.81,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,18,2.30276,9.662,0.0001,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,19,2.30276,9.87,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,1.25,mahalanobis,20,2.30276,9.698,0.0001,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,185.987,190.0
